ISBN,title,authors,category,publicationYear,totalCopies,availableCopies,shelfNumber,addedAt,lastUpdated
978-1-55215-130-3,In Search of Lost Time,Sir Arthur Conan Doyle,Western,2025,269,269,N-20,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-12-050567-8,Lord Jim,Ken Kesey,Children's Literature,2025,272,272,P-64,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-62221-333-7,A Passage to India,Joseph Conrad,Fantasy,2024,234,234,X-06,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-194-41674-7,Little Women,Jules Verne,Western,2024,23,23,N-28,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-256-13772-9,Lord of the Flies,Cormac McCarthy,Religion,2025,96,96,W-32,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-117-54502-8,The Color Purple,Judy Blume,Young Adult,2025,145,145,R-52,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7031-2148-6,One Hundred Years of Solitude,Anton Pavlovich Chekhov,Mystery,2025,70,70,V-56,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-602-10988-2,Bleak House,Stendhal,Horror,2024,93,93,L-88,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-382-92949-3,The Heart is a Lonely Hunter,Harriet Beecher Stowe,Western,2025,102,102,N-91,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-942677-65-9,Nostromo,John Ormsby,Comedy,2025,77,77,O-43,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-922257-54-6,A Doll's House,T.S. Eliot,Fantasy,2025,24,24,J-20,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-86351-404-3,The Red and the Black,Frances Hodgson Burnett,Classic,2024,49,49,Q-41,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-565-94501-5,Carmilla,J.K. Rowling,Horror,2025,18,18,B-40,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-05-251861-3,The Brothers Karamazov,Nathaniel Hawthorne,Science Fiction,2025,19,19,O-32,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-351-22796-7,As I Lay Dying,Wilkie Collins,Fantasy,2024,29,29,Z-75,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-153-58046-5,The Moviegoer,Cormac McCarthy,Business,2025,75,75,Z-37,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-309-09063-3,Dao De Jing: A Minimalist Translation,F. Scott Fitzgerald,Comedy,2025,125,125,I-83,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-05-596204-1,If on a Winter's Night a Traveler,Chinua Achebe,Biography,2025,108,108,H-39,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-02-487748-9,The Brothers Karamazov,E.M. Forster,Biography,2025,181,181,G-30,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-907831-78-5,The Remains of the Day,Plato,Mystery,2024,112,112,F-36,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-033-51374-3,East of Eden,Toni Morrison,Classic,2024,27,27,J-79,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7032-5210-4,The Iliad,Mark Twain,Drama,2025,150,150,K-27,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-297-69380-9,Les Miserables,Bram Stoker,Graphic Novel,2025,80,80,Y-12,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-948221-54-5,"Rabbit, Run",Anne Frank,Fantasy,2024,256,256,M-26,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-59953-705-4,The Diary of a Young Girl,Aldous Huxley,Memoir,2024,224,224,X-76,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-64774-520-2,One Flew Over the Cuckoo's Nest,Ernest Hemingway,Mystery,2024,237,237,W-26,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-905606-69-9,The Enchanted April,James Joyce,Psychology,2025,52,52,N-44,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-63524-423-6,Nostromo,Ayn Rand,Horror,2024,190,190,C-23,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-265-99301-6,Alice's Adventures in Wonderland,Clifford R. Adams,Psychology,2024,290,290,A-31,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-55779-136-8,The Pickwick Papers,George Orwell,Biography,2025,238,238,Q-77,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-01-230391-7,Blood Meridian,Kenneth Grahame,Religion,2025,136,136,X-29,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-330-49973-3,Beyond Good and Evil,Vatsyayana,Philosophy,2025,192,192,B-25,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-600-45760-2,David Copperfield,Toni Morrison,Mythology,2026,174,174,Y-44,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-231-21900-3,Mrs. Dalloway,Ayn Rand,Biography,2025,262,262,T-60,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-59064-469-0,Wuthering Heights,Philip Pullman,Drama,2024,233,233,U-54,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-436-96811-2,"Rabbit, Run",Junot Diaz,Philosophy,2025,298,298,C-17,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-606-03608-5,The Great Gatsby,Virgil,Mystery,2024,221,221,E-49,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-612-24583-9,The Scarlet Letter,Muriel Spark,Detective,2024,151,151,M-71,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-044-73385-7,The Pickwick Papers,José Rizal,Thriller,2025,35,35,S-47,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4172-7536-6,Frankenstein,W.K. Marriott,Philosophy,2025,32,32,A-79,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-55359-439-0,Cranford,Emily Brontë,Graphic Novel,2025,179,179,V-43,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-0813-0569-7,Underworld,Muriel Spark,Drama,2025,192,192,Q-37,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-19-172708-5,Dao De Jing: A Minimalist Translation,Vatsyayana,Drama,2026,117,117,E-73,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-18-278007-5,Josefine Mutzenbacher,Kazuo Ishiguro,Young Adult,2025,254,254,W-08,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4129-9456-9,Metamorphosis,H.G. Wells,Adventure,2025,123,123,Z-13,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-06-855602-2,The Heart of the Matter,W.K. Marriott,Comedy,2024,69,69,G-19,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-308-51523-6,Stories of Anton Chekhov,Sir Richard Francis Burton,Philosophy,2025,54,54,X-18,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-85561-908-4,The Picture of Dorian Gray,Frank T. Merrill,Philosophy,2025,44,44,O-14,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-530-14212-8,Bleak House,Arthur Schopenhauer,Drama,2025,259,259,H-30,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-17-666166-3,Jude the Obscure,William Gibson,Business,2024,42,42,F-49,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-0762-8017-6,Notes from the Underground,Walt Whitman,Horror,2025,55,55,J-68,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-268-67804-0,The Stand,Junot Diaz,Business,2025,94,94,U-66,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-239-02053-3,Fahrenheit 451,Rachel Kushner,Comic,2026,2,2,F-52,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4182-6643-1,The Moviegoer,Plato,Adventure,2024,258,258,B-03,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-237-02316-4,"I, Claudius",Homer,Horror,2025,122,122,K-75,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-86268-134-7,A Confederacy of Dunces,Theodore Alois Buckley,Memoir,2024,100,100,U-09,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-171-32149-1,Revolutionary Road,Jonathan Franzen,Fantasy,2025,161,161,S-40,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-445-75361-7,Revolutionary Road,Ernest Hemingway,Adventure,2025,14,14,J-11,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-241-56883-5,The Stranger,Miguel de Cervantes,Graphic Novel,2025,285,285,I-33,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-81900-748-0,A Modest Proposal,Charlotte Brontë,Graphic Novel,2025,55,55,Y-08,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-285-32750-1,Ulysses,Walter Scott,Mythology,2024,18,18,R-09,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-0389-8785-3,The Pilgrim's Progress,Plato,Psychology,2025,64,64,D-34,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-89344-073-2,It,Anton Pavlovich Chekhov,Historical Fiction,2025,14,14,Y-17,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-236-23088-1,The Art of War,Khaled Hosseini,Horror,2024,203,203,X-01,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-327-32324-9,Middlemarch,George Saunders,Thriller,2024,17,17,G-39,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-294-16051-9,In Cold Blood,Louise Maude,Science Fiction,2025,82,82,Q-40,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-959098-58-4,Tropic of Cancer,Charles E. Derbyshire,Philosophy,2025,133,133,Y-53,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-989714-71-3,Portnoy's Complaint,Karl Marx,Romance,2025,95,95,V-74,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-206-36463-9,Dubliners,Harriet Beecher Stowe,Graphic Novel,2024,146,146,V-63,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7696-1035-1,It,Emily Brontë,Religion,2025,16,16,O-15,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-970567-24-3,Blood Meridian,Jack Kerouac,Drama,2024,164,164,N-64,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7329-7112-0,The Call of the Wild,Sir Richard Francis Burton,Drama,2024,285,285,D-33,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-02-013965-9,The Brothers Karamazov,Charles E. Derbyshire,Religion,2025,286,286,W-11,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-624-84866-0,Don Quixote,Evelyn Waugh,Horror,2025,151,151,Z-45,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-004-14097-8,Gone with the Wind,George Grossmith,Western,2025,23,23,R-41,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-881964-03-2,Midnight's Children,Roald Dahl,Historical Fiction,2025,243,243,Q-70,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-213-83297-8,A Modest Proposal,Aldous Huxley,Religion,2025,186,186,K-96,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-303-11659-2,U.S.A. Trilogy,John Green,Children's Literature,2024,285,285,K-80,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-270-29631-0,The Good Soldier,V.S. Naipaul,Psychology,2026,30,30,S-31,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-06-120190-5,The Ambassadors,Leo Tolstoy,Philosophy,2024,55,55,A-03,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-331-44608-8,Wuthering Heights,Rachel Kushner,Memoir,2025,158,158,O-08,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-02-404699-1,Lucky Jim,Alice Walker,Poetry,2024,227,227,C-23,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-257-31486-0,Don Quixote,Graham Greene,Historical Fiction,2025,68,68,J-96,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-16-151878-1,The Scarlet Letter,James Ellroy,Thriller,2024,93,93,O-28,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-247-80219-0,The Magic Mountain,John Updike,Western,2025,119,119,Q-15,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-86621-077-5,Heart of Darkness,George R. R. Martin,Business,2025,158,158,C-58,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-87806-693-3,Beyond Good and Evil,Marcel Proust,Classic,2024,293,293,Z-04,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-603-11889-0,It,David Wyllie,Mythology,2025,163,163,D-20,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-12-394994-3,The Adventures of Augie March,Friedrich Wilhelm Nietzsche,Mythology,2024,238,238,Y-68,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-910079-17-1,East of Eden,Charlotte Brontë,Horror,2025,253,253,Q-56,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-033-25737-1,The Stand,Zadie Smith,Poetry,2025,18,18,L-92,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-355-57984-7,Invisible Man,William Faulkner,Horror,2025,238,238,D-48,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-81907-673-8,Brave New World,Boris Pasternak,Comic,2024,256,256,G-45,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-01-468952-8,The Hobbit,Kingsley Amis,Poetry,2026,285,285,G-08,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-456-98231-0,Tristram Shandy,Sun Tzu,Religion,2026,59,59,M-93,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-16-536952-5,Republic,Wilhelm Grimm,Young Adult,2026,59,59,Y-01,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-348-45223-5,Dr. Zhivago,T. Smollett,Comic,2024,236,236,X-58,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-193-61777-0,Emma,José Rizal,Business,2025,36,36,R-50,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-392-07213-7,The Kite Runner,Anne Frank,Children's Literature,2025,119,119,R-80,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-202-83172-2,The Pilgrim's Progress,Jane Austen,Drama,2024,135,135,J-79,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-925508-14-0,Jude the Obscure,Benjamin Jowett,Fantasy,2025,133,133,S-63,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-55155-464-8,Catch-22,Anthony Trollope,Historical Fiction,2025,201,201,M-05,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7122-9168-2,The Complete Works of Edgar Allen Poe,Aylmer Maude,Thriller,2025,10,10,D-11,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-155-92777-0,The Ambassadors,David Wyllie,Western,2025,107,107,F-83,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-85468-622-0,Lord of the Flies,George Eliot,Adventure,2024,50,50,U-65,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-6573-9741-5,Long Walk to Freedom,Philip Pullman,Adventure,2024,275,275,C-37,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-900822-14-5,For Whom the Bell Tolls,John Milton,Detective,2025,197,197,S-35,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-048-06392-9,Blood Meridian,William Golding,Mythology,2025,55,55,O-58,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-375-89387-9,The Iliad,Dante Alighieri,Horror,2025,176,176,T-83,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-958716-80-9,The Prince,Elizabeth Cleghorn Gaskell,Romance,2024,196,196,V-88,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-552-39293-8,The Waste Land,Nathanael West,Philosophy,2025,240,240,K-12,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-7008-3698-4,The Works of Edgar Allan Poe,Vatsyayana,Comic,2024,109,109,W-57,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-5083-7035-2,David Copperfield,Bernard Shaw,Psychology,2025,295,295,E-50,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-81464-063-7,Lord Jim,Herman Melville,Religion,2024,201,201,T-24,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-75895-478-4,Lolita,Philip Pullman,Science Fiction,2024,130,130,R-76,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-625-96736-0,Dracula,Truman Capote,Romance,2024,166,166,P-55,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-5296-9383-6,Midnight's Children,Richard Wright,Classic,2025,112,112,W-91,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-00-446890-7,Oscar and Lucinda,Samuel Beckett,Religion,2024,104,104,V-38,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-990045-22-6,The King in Yellow,Charles E. Derbyshire,Children's Literature,2024,267,267,S-24,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-74913-122-4,The Count of Monte Cristo,Suzanne Collins,Memoir,2025,244,244,A-81,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-07-857772-7,East of Eden,Rachel Kushner,Graphic Novel,2025,36,36,M-18,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-8457-8177-7,On the Duty of Civil Disobedience,Arthur Schopenhauer,Science Fiction,2025,93,93,P-02,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-275-17308-1,To Kill a Mockingbird,Harriet Beecher Stowe,Philosophy,2025,101,101,O-16,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-949409-87-4,The Stranger,Martin Amis,Graphic Novel,2024,276,276,O-29,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-80601-466-8,My Life,T. Smollett,Comedy,2024,144,144,D-25,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7655-1045-7,The Master and Margarita,Margaret Atwood,Comic,2025,166,166,V-66,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4436-7432-4,Pride and Prejudice,Erich Remarque,Adventure,2025,111,111,W-34,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-88167-434-7,Gone with the Wind,James Ellroy,Biography,2025,235,235,H-54,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-7122-0537-2,A Brief History of Time,Margaret Atwood,Romance,2024,16,16,Q-16,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-88374-430-7,The Big Sleep,Vatsyayana,Mythology,2024,165,165,V-81,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-335-82340-6,"Absalom, Absalom!",H.P. Lovecraft,Business,2025,190,190,F-56,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-001-70288-9,The Hobbit,Frances Hodgson Burnett,Religion,2025,117,117,G-44,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-357-70615-9,Harry Potter and the Sorcerer's Stone,Gabriel Garcia Marquez,Adventure,2024,41,41,R-49,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-88555-439-3,All the King's Men,Wilhelm Grimm,Historical Fiction,2025,137,137,Y-07,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-9953842-5-5,The Wind in the Willows,Salman Rushdie,Memoir,2025,46,46,C-64,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-15-036301-9,The Count of Monte Cristo,Albert Camus,Young Adult,2024,193,193,X-37,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-201-16712-9,The Kite Runner,Gustave Doré,Classic,2024,200,200,A-91,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-85578-110-1,Beloved,Elizabeth Von Arnim,Children's Literature,2025,63,63,C-21,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-894367-02-8,The Trial,Clifford R. Adams,Adventure,2026,240,240,D-63,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-7275-8159-1,Malone Dies,Henry James,Memoir,2024,259,259,T-77,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7759-4814-1,The Good Soldier,Dante Alighieri,Graphic Novel,2024,6,6,O-08,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-435-01530-5,The Idiot,Alexandre Dumas,Memoir,2025,140,140,G-70,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-8406-1050-8,The Pillars of the Earth,William Makepeace Thackeray,Children's Literature,2024,235,235,H-02,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-676-32823-3,Neuromancer,Oscar Levy,Comedy,2024,64,64,R-46,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-291-72813-5,All Quiet on the Western Front,Mark Twain,Biography,2025,260,260,S-25,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-76227-655-1,The Big Sleep,George Orwell,Graphic Novel,2024,244,244,Y-49,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4350-0771-0,The Adventures of Sherlock Holmes,Richard Wright,Western,2025,225,225,W-06,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-304-29356-8,The Stand,Walter Scott,Classic,2025,120,120,K-15,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-0997-2709-2,Nineteen Eighty Four,A.A. Milne,Biography,2024,40,40,A-48,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-15-428750-2,Never Let Me Go,Robert Louis Stevenson,Horror,2026,214,214,A-85,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-519-22590-3,The Golden Notebook,Samuel Richardson,Mythology,2025,278,278,U-61,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-124-12460-5,The Portrait of a Lady,Arthur Schopenhauer,Philosophy,2024,273,273,N-88,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-74061-095-7,Herzog,Kazuo Ishiguro,Science Fiction,2024,117,117,K-48,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-658-39036-4,Austerlitz,Daniel Defoe,Religion,2025,32,32,P-03,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-74196-637-4,The Portrait of a Lady,Emily Brontë,Horror,2025,7,7,U-09,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-351-64057-5,Ruth Fielding in Alaska,Raymond Chandler,Comedy,2024,190,190,J-17,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-388-27376-0,Fahrenheit 451,Ralph Ellison,Biography,2025,226,226,T-35,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-482-39195-7,If on a Winter's Night a Traveler,Thomas Love Peacock,Comic,2024,297,297,X-60,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-473-62002-8,Nostromo,Geoffrey Chaucer,Religion,2024,115,115,P-27,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-61620-817-2,The Catcher in the Rye,Henry Fielding,Memoir,2024,177,177,I-63,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-909951-55-9,The Moviegoer,Brian Evenson,Business,2025,143,143,C-40,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-60134-152-5,Crime and Punishment,John Dos Passos,Mystery,2025,40,40,T-03,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-60338-879-5,Bible,Jacqueline Crooks,Mystery,2025,178,178,A-51,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-4399-7624-1,An American Tragedy,Honoré de Balzac,Historical Fiction,2025,131,131,U-40,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-08-789371-9,The Remains of the Day,Richard Wright,Poetry,2025,60,60,I-07,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-526-52229-3,Middlemarch,Walt Whitman,Adventure,2025,249,249,V-58,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-13-574822-0,As I Lay Dying,Michael Chabon,Comic,2026,21,21,H-60,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7537-8087-9,The Art of War,Arthur Schopenhauer,Fantasy,2025,39,39,R-31,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-7093-2796-4,The Magic Mountain,George Grossmith,Romance,2025,96,96,X-39,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-934885-38-3,The Maltese Falcon,Salman Rushdie,Young Adult,2024,141,141,U-62,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-0-7527-2507-9,Men Without Women,Peter Carey,Drama,2025,196,196,X-59,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
978-1-972363-75-1,Cranford,Nathaniel Hawthorne,Religion,2024,266,266,U-21,"2/15/2025, 4:58:42 PM","2/15/2025, 4:58:42 PM"
